pl_name,pl_orbper,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,sy_vmag,ra,dec,confirmation_status
Kepler-1824 b,95.6114617,2.37,421.0,7.45,6002.0,4.424,1.081,14.71,296.70724,41.203651,CONFIRMED
,58.35512552,,,,,,,15.484,286.07202,45.136711,CANDIDATE
,1.204686597,1.55,1711.0,2026.81,5780.0,4.438,1.0,11.671,289.67786,43.458134,CANDIDATE
Kepler-60 d,11.8984948,1.69,929.0,176.27,5862.0,4.194,1.307,13.959,288.96124,42.265011,CONFIRMED
Kepler-1088 b,23.1274171,1.44,667.0,46.89,5865.0,4.393,1.066,11.863,281.56146,42.4505,CONFIRMED
Kepler-1089 b,5.132486123,1.69,584.0,27.41,3879.0,4.707,0.578,15.535,291.09274,49.19006,CONFIRMED
Kepler-1793 b,8.77997349,2.12,713.0,61.24,5191.0,4.597,0.764,15.789,291.91287,40.953892,CONFIRMED
Kepler-359 c,57.6896212,5.14,512.0,16.19,6228.0,4.441,1.049,15.886,293.29364,42.19635,CONFIRMED
Kepler-365 b,10.66489514,1.76,865.0,132.15,6014.0,4.436,1.021,14.651,295.62659,49.130428,CONFIRMED
Kepler-1127 b,5.1233204,1.65,994.0,231.12,5364.0,4.394,0.982,15.162,293.21738,42.720711,CONFIRMED
Kepler-497 b,3.573202801,5.81,1210.0,507.91,5646.0,4.37,1.08,14.72,290.76587,38.927959,CONFIRMED
Kepler-1128 b,61.6174528,3.36,424.0,7.67,5480.0,4.485,0.931,15.722,293.06335,39.40345,CONFIRMED
Kepler-1129 b,24.3398202,5.09,737.0,69.79,5596.0,4.105,1.466,15.28,291.60449,41.309361,CONFIRMED
Kepler-1812 b,7.16520428,2.31,1034.0,270.34,6174.0,4.417,1.103,15.302,298.08453,40.283249,CONFIRMED
Kepler-1153 b,1.755843555,1.94,1343.0,771.02,5569.0,4.566,0.829,15.758,289.14722,45.86618,CONFIRMED
Kepler-1154 b,5.18560081,2.34,1314.0,705.79,6172.0,4.198,1.471,14.806,297.47711,39.877239,CONFIRMED
Kepler-1155 b,33.4698571,2.45,609.0,32.52,5912.0,4.342,1.094,14.74,288.82059,39.52282,CONFIRMED
Kepler-1156 b,11.89520436,1.33,787.0,90.77,5649.0,4.411,0.992,14.152,288.92401,46.057629,CONFIRMED
Kepler-1825 b,1.025857984,1.57,1520.0,1264.7,5123.0,4.501,0.847,14.413,292.51398,42.65176,CONFIRMED
Kepler-1191 b,5.60013327,1.73,952.0,194.26,5288.0,4.391,0.978,15.378,291.65778,48.009312,CONFIRMED
Kepler-1192 b,25.2034128,2.42,600.0,30.62,5831.0,4.517,0.921,15.684,282.14056,43.89658,CONFIRMED
Kepler-1826 b,1.615357809,1.37,806.0,99.32,3821.0,4.755,0.486,15.655,292.76993,48.89962,CONFIRMED
Kepler-501 b,5.640676975,4.59,1125.0,379.36,5794.0,4.282,1.216,14.762,297.20154,41.730209,CONFIRMED
Kepler-359 b,25.5638626,4.0,671.0,47.94,6228.0,4.441,1.049,15.886,293.29364,42.19635,CONFIRMED
,6.78341325,20.75,2628.0,11295.61,5096.0,2.435,8.769,15.357,292.95416,41.934799,CANDIDATE
Kepler-120 c,12.7945474,1.6,455.0,10.1,4090.0,4.696,0.571,14.735,287.89163,39.33913,CONFIRMED
Kepler-1090 c,42.4269647,3.44,496.0,14.33,5330.0,4.366,1.013,15.001,295.66287,44.525841,CONFIRMED
Kepler-1091 b,1.434745129,1.5,1664.0,1813.0,5806.0,4.4,1.064,14.691,299.78546,43.67075,CONFIRMED
,6.95787,1.39,1047.0,284.4,6240.0,4.406,1.025,15.28,291.60449,41.309361,CANDIDATE
Kepler-366 b,3.28192056,1.6,1326.0,728.9,5859.0,4.335,1.162,14.842,296.85205,49.084438,CONFIRMED
Kepler-366 c,12.51610549,1.87,848.0,122.54,5859.0,4.335,1.162,14.842,296.85205,49.084438,CONFIRMED
Kepler-1130 b,5.45298742,0.92,904.0,158.12,5450.0,4.563,0.842,12.404,285.20749,45.38435,CONFIRMED
Kepler-1130 c,3.26662733,0.68,1072.0,312.85,5450.0,4.563,0.842,12.404,285.20749,45.38435,CONFIRMED
Kepler-1157 b,4.45743267,0.79,732.0,67.7,4487.0,4.644,0.612,14.374,283.12103,43.525639,CONFIRMED
Kepler-1813 b,2.81814715,1.3,1059.0,298.2,5167.0,4.555,0.787,15.498,292.23993,48.51157,CONFIRMED
,9.4907638,1.05,704.0,58.01,5290.0,4.604,0.746,15.498,292.23993,48.51157,CANDIDATE
,0.76196247,1.08,1638.0,1710.11,5167.0,4.555,0.787,15.498,292.23993,48.51157,CANDIDATE
Kepler-1193 b,2.832647249,1.37,1453.0,1054.98,5865.0,4.266,1.272,13.467,288.14478,51.27562,CONFIRMED
Kepler-1827 b,3.70063251,1.24,1329.0,737.02,5423.0,4.105,1.404,13.024,292.25247,40.792721,CONFIRMED
Kepler-380 b,3.93083997,1.2,1317.0,711.45,6038.0,4.284,1.191,13.652,282.39462,48.75914,CONFIRMED
Kepler-380 c,7.63008196,1.39,1056.0,293.67,6038.0,4.284,1.191,13.652,282.39462,48.75914,CONFIRMED
Kepler-1194 b,16.22378479,1.51,676.0,49.35,5547.0,4.46,0.925,14.129,291.69955,38.145271,CONFIRMED
Kepler-1794 b,9.76293284,1.94,703.0,57.59,5052.0,4.503,0.816,15.246,300.61969,45.788921,CONFIRMED
Kepler-1092 b,58.601926,2.06,508.0,15.8,6250.0,4.44,1.019,14.649,297.72314,47.112659,CONFIRMED
Kepler-1093 b,25.0823402,2.26,776.0,85.76,6429.0,4.241,1.262,13.838,284.978,41.420158,CONFIRMED
Kepler-1094 b,78.0998908,3.37,480.0,12.52,5779.0,4.238,1.284,14.999,292.30124,38.26704,CONFIRMED
Kepler-1095 b,4.27103727,1.22,1108.0,356.54,5984.0,4.521,0.906,14.553,293.26245,41.36512,CONFIRMED
Kepler-1130 d,4.27226421,0.64,981.0,218.63,5450.0,4.563,0.842,12.404,285.20749,45.38435,CONFIRMED
,2.19251903,0.37,1225.0,533.25,5450.0,4.563,0.842,12.404,285.20749,45.38435,CANDIDATE
Kepler-1131 b,3.53232429,1.43,1159.0,427.65,5761.0,4.492,0.956,14.972,295.65149,49.261292,CONFIRMED
Kepler-1801 b,10.44087398,3.41,829.0,111.52,5738.0,4.426,0.981,15.104,295.164,39.201408,CONFIRMED
,39.7557642,13.72,325.0,2.64,4405.0,4.732,0.511,15.439,292.37979,47.644611,CANDIDATE
,10.27127527,0.94,510.0,16.02,4405.0,4.732,0.511,15.439,292.37979,47.644611,CANDIDATE
Kepler-1276 b,12.5722897,1.09,886.0,145.82,6084.0,4.319,1.169,12.885,287.85699,40.54718,CONFIRMED
Kepler-1277 b,40.8366307,1.5,496.0,14.3,5529.0,4.457,0.925,14.05,295.10242,40.572392,CONFIRMED
Kepler-2000 c,20.6180348,1.57,359.0,3.92,3757.0,4.681,0.576,15.254,285.57434,49.962269,CONFIRMED
Kepler-1299 b,19.9401211,2.42,588.0,28.29,5623.0,4.596,0.763,15.922,286.15015,37.411369,CONFIRMED
Kepler-1300 b,22.2420032,2.04,954.0,195.54,5979.0,3.854,2.164,12.816,289.03302,40.086891,CONFIRMED
Kepler-1864 b,3.88148385,0.59,1156.0,423.0,5854.0,4.469,0.979,12.32,289.68671,41.588928,CONFIRMED
Kepler-1228 b,0.577369336,1.42,1757.0,2239.26,5255.0,4.617,0.716,14.859,296.55307,46.96629,CONFIRMED
Kepler-25 c,12.720370263,4.75,934.0,180.23,6267.0,4.28,1.258,10.734,286.6384,39.487881,CONFIRMED
Kepler-1835 b,11.96407399,3.21,808.0,100.96,5903.0,4.437,0.961,15.361,280.31488,43.98571,CONFIRMED
Kepler-383 b,12.90467523,1.49,545.0,20.91,4513.0,4.574,0.722,15.07,291.34259,38.363129,CONFIRMED
Kepler-1253 b,68.8861017,1.47,501.0,14.91,5753.0,4.2,1.222,12.464,283.8851,47.637218,CONFIRMED
Kepler-1254 b,9.99115241,1.68,660.0,44.77,4838.0,4.524,0.796,15.311,285.17334,48.770039,CONFIRMED
,4.267961416,1.42,1371.0,834.16,6395.0,4.275,1.237,13.047,280.69046,43.919182,CANDIDATE
Kepler-1255 b,36.292017,3.1,694.0,54.91,5843.0,4.069,1.615,15.251,295.23926,42.726479,CONFIRMED
Kepler-26 c,17.25121397,2.64,385.0,5.17,3879.0,4.708,0.537,15.473,284.94098,46.56654,CONFIRMED
Kepler-1686 b,9.30991834,1.21,913.0,164.38,5806.0,4.353,1.101,13.799,291.60675,42.035919,CONFIRMED
,18.1209388,1.68,543.0,20.58,4905.0,4.536,0.774,15.486,295.70517,39.75684,CANDIDATE
Kepler-1278 b,3.23941775,0.77,1213.0,511.14,6075.0,4.541,0.858,13.658,282.95694,42.825619,CONFIRMED
,3.98864999,1.15,1233.0,547.73,5692.0,4.288,1.188,15.016,284.72894,46.206478,CANDIDATE
Kepler-1865 b,2.524017517,1.5,1203.0,495.14,5420.0,4.487,0.871,15.55,293.94116,41.5905,CONFIRMED
,25.1123362,2.22,691.0,53.73,6133.0,4.367,1.112,15.527,285.36517,49.201561,CANDIDATE
,2.121023807,5.75,1573.0,1446.5,6133.0,4.367,1.112,15.527,285.36517,49.201561,CANDIDATE
,33.18089453,,,,,,,13.226,291.80984,45.435478,CANDIDATE
,3.55557922,0.84,1270.0,615.03,5839.0,4.337,1.082,13.845,294.99585,45.119579,CANDIDATE
Kepler-383 c,31.2012202,1.47,406.0,6.44,4513.0,4.574,0.722,15.07,291.34259,38.363129,CONFIRMED
Kepler-384 b,22.5968256,1.3,670.0,47.7,5610.0,4.301,1.104,13.584,286.02612,44.782871,CONFIRMED
Kepler-384 c,45.3486381,1.61,531.0,18.84,5610.0,4.301,1.104,13.584,286.02612,44.782871,CONFIRMED
Kepler-1836 b,5.25419589,2.12,1093.0,338.15,6123.0,4.472,0.987,15.659,292.31512,40.838821,CONFIRMED
Kepler-1837 b,5.90608902,1.77,1012.0,247.83,5966.0,4.493,0.961,15.466,288.20764,45.683479,CONFIRMED
Kepler-1712 b,13.81504449,1.91,391.0,5.52,3732.0,4.736,0.509,14.216,284.9986,50.14679,CONFIRMED
Kepler-1256 b,12.4128518,1.5,933.0,179.24,5945.0,4.196,1.346,13.539,291.4743,44.68351,CONFIRMED
Kepler-1844 b,3.92453009,1.82,1074.0,314.25,5776.0,4.554,0.849,15.708,292.6904,37.93457,CONFIRMED
Kepler-1845 b,11.60653061,1.88,584.0,27.47,4703.0,4.582,0.701,15.701,292.90161,38.297081,CONFIRMED
Kepler-1257 b,2.66831274,1.48,1252.0,581.38,5806.0,4.528,0.899,15.553,296.07568,45.62706,CONFIRMED
Kepler-1279 b,23.4772553,1.34,738.0,70.05,6384.0,4.361,1.121,13.973,288.09564,40.365971,CONFIRMED
Kepler-1280 b,66.5576728,4.96,757.0,77.68,5734.0,3.591,3.405,14.074,293.57394,45.384541,CONFIRMED
Kepler-45 b,2.455240626,10.6,730.0,67.3,3793.0,4.697,0.568,15.979,292.87289,41.06427,CONFIRMED
Kepler-1301 b,9.08233411,1.35,734.0,68.75,5354.0,4.587,0.788,15.4,286.60416,42.440319,CONFIRMED
Kepler-1684 b,47.7052566,2.89,347.0,3.42,4551.0,4.609,0.672,16.22,294.00543,46.310692,CONFIRMED
Kepler-25 b,6.238535444,2.53,1185.0,465.61,6267.0,4.28,1.258,10.734,286.6384,39.487881,CONFIRMED
Kepler-1229 b,86.829519,1.68,196.0,0.35,3576.0,4.791,0.463,15.474,297.48669,46.996712,CONFIRMED
Kepler-1230 b,9.95667035,3.41,946.0,189.48,6165.0,4.365,1.115,15.309,283.2645,41.711449,CONFIRMED
Kepler-1231 b,10.41728722,1.64,870.0,135.34,5557.0,4.288,1.151,14.746,288.58835,42.605659,CONFIRMED
Kepler-1258 b,0.984941669,1.49,2335.0,7044.68,5825.0,4.046,1.662,13.835,285.40494,49.99474,CONFIRMED
Kepler-1259 b,0.663085361,1.6,1681.0,1894.94,5172.0,4.6,0.767,15.304,297.84149,46.967682,CONFIRMED
Kepler-1260 b,19.1187425,2.33,823.0,108.48,5862.0,4.148,1.463,14.838,295.59125,42.555241,CONFIRMED
Kepler-26 d,3.543919702,1.21,652.0,42.68,3879.0,4.708,0.537,15.473,284.94098,46.56654,CONFIRMED
,8.28157072,1.37,956.0,197.82,5640.0,4.288,1.175,14.273,296.603,44.14082,CANDIDATE
,0.82628442,0.96,1629.0,1654.69,5218.0,4.548,0.829,14.434,293.13705,42.350479,CANDIDATE
,6.37705295,2.15,935.0,180.66,5672.0,4.503,0.965,15.522,281.59235,43.177879,CANDIDATE
Kepler-1302 b,8.83929462,1.94,778.0,86.5,5330.0,4.491,0.87,15.102,290.98923,50.30806,CONFIRMED
Kepler-1303 b,7.56126152,1.2,891.0,149.17,5853.0,4.529,0.895,14.64,284.28714,42.35561,CONFIRMED
Kepler-395 c,34.9897847,1.14,292.0,1.71,3765.0,4.725,0.521,15.987,293.51108,45.136589,CONFIRMED
Kepler-395 b,7.05429483,1.0,497.0,14.46,3765.0,4.725,0.521,15.987,293.51108,45.136589,CONFIRMED
,2.27050106,0.55,903.0,157.05,4671.0,4.721,0.528,14.363,298.41931,45.071442,CANDIDATE
Kepler-1232 b,26.7838935,1.59,523.0,17.69,5242.0,4.512,0.856,14.803,296.55005,49.102322,CONFIRMED
Kepler-1233 b,45.126216,2.32,604.0,31.54,6499.0,4.378,1.169,14.689,297.37509,46.662209,CONFIRMED
Kepler-1234 b,11.94019101,1.86,625.0,35.99,5073.0,4.607,0.748,15.912,287.52203,51.375858,CONFIRMED
Kepler-1261 b,48.4313003,2.78,396.0,5.81,4891.0,4.516,0.805,15.605,285.23245,48.806721,CONFIRMED
Kepler-49 b,7.203855862,2.25,509.0,15.87,3834.0,4.708,0.539,15.264,292.29459,40.591789,CONFIRMED
Kepler-390 b,6.73808701,0.73,786.0,90.19,5168.0,4.566,0.769,13.942,291.62878,41.208599,CONFIRMED
,18.55581565,20.83,1793.0,2442.24,5988.0,2.982,8.841,13.506,291.28772,50.909149,CANDIDATE
,13.33094869,25.95,815.0,104.37,5991.0,4.394,1.039,14.847,281.26013,42.40329,CANDIDATE
Kepler-505 b,27.52194772,2.47,314.0,2.28,3780.0,4.746,0.511,15.108,287.85812,42.542629,CONFIRMED
Kepler-1304 b,16.1289679,2.94,715.0,61.87,5392.0,4.314,1.087,15.022,285.27643,39.446911,CONFIRMED
Kepler-1305 b,13.5631157,1.75,733.0,68.41,5853.0,4.529,0.895,15.785,297.33945,46.347252,CONFIRMED
Kepler-1306 b,16.2959916,1.83,678.0,49.81,5495.0,4.442,0.961,15.243,294.47833,46.945862,CONFIRMED
Kepler-1235 b,4.16056658,0.7,985.0,222.54,5481.0,4.574,0.815,13.889,284.90302,43.95396,CONFIRMED
Kepler-37 d,39.79220077,1.9,458.0,10.38,5437.0,4.571,0.781,9.705,284.05954,44.518215,CONFIRMED
Kepler-1846 b,14.8200596,0.96,552.0,21.92,4825.0,4.603,0.732,14.146,294.39105,44.762959,CONFIRMED
Kepler-1685 b,20.49041,2.34,625.0,36.01,5681.0,4.524,0.923,15.93,296.18829,43.936852,CONFIRMED
Kepler-1262 b,8.679037,1.79,949.0,191.84,6117.0,4.42,1.027,15.18,288.77182,42.213219,CONFIRMED
Kepler-1847 b,11.1296971,1.93,843.0,119.44,6122.0,4.487,0.964,15.859,296.60141,44.32526,CONFIRMED
Kepler-1859 b,2.7296036,1.53,1455.0,1056.15,5887.0,4.292,1.235,15.147,293.98871,46.718021,CONFIRMED
Kepler-1281 b,3.11604194,1.59,1123.0,375.55,5591.0,4.559,0.86,15.79,295.35446,48.5154,CONFIRMED
Kepler-26 e,46.82767725,2.13,276.0,1.37,3879.0,4.708,0.537,15.473,284.94098,46.56654,CONFIRMED
Kepler-1860 b,12.7372371,0.87,697.0,55.82,5420.0,4.502,0.868,13.463,294.35092,50.081089,CONFIRMED
Kepler-1861 b,40.0306267,2.01,617.0,34.19,5855.0,4.227,1.373,13.628,295.84653,49.936131,CONFIRMED
Kepler-1310 b,0.679336747,1.4,1883.0,2982.78,5440.0,4.491,0.913,14.159,283.92004,40.740131,CONFIRMED
,21.47642727,59.5,655.0,43.52,5780.0,4.438,1.0,17.29,290.23032,37.777481,CANDIDATE
Kepler-396 c,88.5122014,4.7,390.0,5.47,5593.0,4.45,0.945,11.921,296.13281,48.977402,CONFIRMED
Kepler-1236 b,31.0572947,1.85,480.0,12.57,5395.0,4.615,0.734,15.956,295.62469,42.545898,CONFIRMED
Kepler-385 c,15.1622287,3.12,829.0,111.74,6325.0,4.409,1.112,15.212,294.33847,50.33654,CONFIRMED
Kepler-385 b,10.04378351,2.94,951.0,193.39,6325.0,4.409,1.112,15.212,294.33847,50.33654,CONFIRMED
,7.10397925,1.51,818.0,105.84,5488.0,4.584,0.789,15.164,297.90738,45.03231,CANDIDATE
Kepler-1263 b,4.5513988,1.13,907.0,159.65,5009.0,4.491,0.84,15.035,286.48364,46.752621,CONFIRMED
Kepler-49 c,10.91274065,2.13,443.0,9.12,3834.0,4.708,0.539,15.264,292.29459,40.591789,CONFIRMED
Kepler-1998 b,3.03267135,0.6,1187.0,468.31,5640.0,4.492,0.921,12.623,283.42911,47.59251,CONFIRMED
Kepler-392 b,5.34182466,0.95,1125.0,379.09,5767.0,4.287,1.135,13.455,288.66077,43.36808,CONFIRMED
Kepler-1282 b,2.131945045,1.66,1418.0,955.16,5845.0,4.469,1.013,15.545,290.17618,46.698341,CONFIRMED
Kepler-1283 b,12.9462567,1.13,764.0,80.34,6058.0,4.54,0.867,15.079,295.46234,40.77697,CONFIRMED
Kepler-1687 b,5.77957133,1.5,598.0,30.22,4102.0,4.687,0.581,15.484,289.74277,50.787041,CONFIRMED
,6.77367892,1.33,1083.0,324.84,6392.0,4.425,1.072,15.024,296.00543,44.71851,CANDIDATE
,5.22402436,0.58,941.0,185.16,5487.0,4.512,0.84,12.869,292.76175,45.727242,CANDIDATE
Kepler-1866 b,11.6601667,2.08,834.0,114.36,5791.0,4.381,1.083,14.406,286.22464,44.654469,CONFIRMED
Kepler-1307 b,18.0161227,2.39,768.0,82.38,6245.0,4.406,1.065,15.394,292.86984,46.741859,CONFIRMED
Kepler-1237 b,84.5733346,2.59,366.0,4.26,5418.0,4.543,0.888,15.758,295.62927,44.69062,CONFIRMED
Kepler-37 c,21.30181863,0.72,564.0,23.89,5437.0,4.571,0.781,9.705,284.05954,44.518215,CONFIRMED
Kepler-1238 b,4.14789051,1.93,1389.0,878.32,6150.0,4.223,1.417,14.725,297.90579,40.162861,CONFIRMED
,15.92108138,3.14,645.0,40.88,5595.0,4.57,0.82,15.523,284.71988,46.25079,CANDIDATE
Kepler-2002 b,19.0054098,28.47,758.0,78.19,6347.0,4.423,1.036,14.839,293.66885,46.37925,CONFIRMED
,2.81043228,1.43,1701.0,1978.53,5415.0,3.868,2.079,13.388,295.45367,42.858799,CANDIDATE
Kepler-1264 b,0.968527683,1.21,1677.0,1867.0,5580.0,4.538,0.886,14.511,289.88437,45.211498,CONFIRMED
Kepler-1284 b,0.664074145,1.19,1703.0,1998.48,5178.0,4.585,0.797,15.645,291.27899,47.687649,CONFIRMED
,175.603366,2.87,348.0,3.46,6225.0,4.461,1.009,15.054,287.75229,42.244781,CANDIDATE
Kepler-1658 b,3.849371737,12.94,2034.0,4055.29,6244.0,3.657,2.992,11.432,294.35654,38.94738,CONFIRMED
Kepler-125 b,4.164384505,2.54,590.0,28.75,3808.0,4.754,0.508,14.752,298.25812,47.604939,CONFIRMED
Kepler-1308 b,2.10433534,0.79,662.0,45.34,3605.0,4.837,0.433,14.488,285.92889,38.520981,CONFIRMED
Kepler-1309 b,28.8431751,2.66,491.0,13.77,5151.0,4.528,0.785,15.652,298.73523,40.76416,CONFIRMED
,64.034363,3.47,411.0,6.72,5691.0,4.561,0.783,15.341,284.11978,40.524281,CANDIDATE
Kepler-1239 b,5.19103699,1.92,1183.0,462.91,6321.0,4.417,1.125,15.438,293.12738,42.320099,CONFIRMED
Kepler-1240 b,4.86638504,1.32,1121.0,372.7,5688.0,4.333,1.111,13.987,282.99973,40.557449,CONFIRMED
Kepler-386 c,25.1933989,1.95,513.0,16.34,5009.0,4.491,0.84,15.629,289.85889,48.693851,CONFIRMED
,4.790912471,2.25,717.0,62.51,4359.0,4.601,0.676,14.452,288.9039,39.154209,CANDIDATE
Kepler-1265 b,6.49441464,1.75,732.0,68.05,4769.0,4.557,0.742,15.602,284.58578,47.079529,CONFIRMED
Kepler-49 d,2.576571021,1.57,717.0,62.42,3834.0,4.708,0.539,15.264,292.29459,40.591789,CONFIRMED
Kepler-1266 b,28.4750006,2.64,489.0,13.5,4996.0,4.497,0.831,15.86,285.86929,42.728088,CONFIRMED
Kepler-1285 b,14.7966306,0.98,874.0,138.25,6175.0,4.299,1.307,11.714,281.83533,44.155918,CONFIRMED
Kepler-1286 b,11.25401871,2.42,888.0,147.13,5995.0,4.351,1.118,15.166,280.25839,43.835758,CONFIRMED
Kepler-393 b,9.18244299,1.24,1052.0,289.74,6194.0,4.242,1.314,13.223,290.99527,45.192211,CONFIRMED
Kepler-393 c,14.6134781,1.12,901.0,155.87,6194.0,4.242,1.314,13.223,290.99527,45.192211,CONFIRMED
Kepler-396 b,42.9923284,3.32,496.0,14.33,5593.0,4.45,0.945,11.921,296.13281,48.977402,CONFIRMED
Kepler-506 b,6.88341278,2.63,1080.0,321.63,6139.0,4.359,1.193,10.868,284.63519,40.71983,CONFIRMED
Kepler-1311 d,197.5111484,9.52,391.0,5.54,5616.0,4.004,1.674,13.349,289.65125,43.824421,CONFIRMED
Kepler-1311 b,11.1726723,1.5,1019.0,255.06,5616.0,4.004,1.674,13.349,289.65125,43.824421,CONFIRMED
Kepler-1311 c,2.53573284,1.36,1671.0,1842.18,5616.0,4.004,1.674,13.349,289.65125,43.824421,CONFIRMED
Kepler-387 b,6.79164656,1.01,994.0,230.81,5772.0,4.351,1.003,13.987,287.79819,45.656712,CONFIRMED
Kepler-387 c,11.8376933,1.0,826.0,110.03,5772.0,4.351,1.003,13.987,287.79819,45.656712,CONFIRMED
Kepler-1241 b,18.5525162,2.53,612.0,33.14,5569.0,4.566,0.829,15.714,294.57623,38.45697,CONFIRMED
,47.3659328,11.97,481.0,12.62,5708.0,4.482,0.902,15.817,289.88446,41.906551,CANDIDATE
Kepler-37 b,13.3669309,0.27,656.0,43.71,5417.0,4.567,0.772,9.705,284.05954,44.518215,CONFIRMED
Kepler-1266 c,4.86634094,1.94,881.0,142.39,4996.0,4.497,0.831,15.86,285.86929,42.728088,CONFIRMED
Kepler-1848 b,5.60402307,1.25,774.0,84.65,4847.0,4.581,0.737,13.713,299.38159,45.592239,CONFIRMED
Kepler-1267 b,13.0313583,2.88,774.0,84.94,5514.0,4.345,1.071,15.829,299.16953,43.44109,CONFIRMED
Kepler-1268 b,40.9905002,2.41,627.0,36.5,5842.0,4.17,1.41,15.272,287.83847,43.153229,CONFIRMED
Kepler-1849 b,57.2932309,1.95,355.0,3.76,4806.0,4.564,0.729,15.699,285.29193,41.255692,CONFIRMED
Kepler-394 b,8.00504749,1.52,1035.0,271.68,6398.0,4.411,1.101,14.79,296.30197,50.672321,CONFIRMED
Kepler-394 c,12.13070414,1.61,901.0,155.85,6398.0,4.411,1.101,14.79,296.30197,50.672321,CONFIRMED
Kepler-394 d,5.61357653,1.41,1165.0,435.61,6398.0,4.411,1.101,14.79,296.30197,50.672321,CONFIRMED
,29.2254372,1.35,614.0,33.69,6049.0,4.461,1.008,14.162,292.32419,43.033451,CANDIDATE
Kepler-1214 b,18.8262877,2.34,591.0,28.85,5215.0,4.481,0.845,15.279,285.14264,49.800671,CONFIRMED
,13.9034057,1.55,646.0,41.08,5261.0,4.523,0.819,14.782,299.29227,41.15308,CANDIDATE
Kepler-124 b,3.41045981,1.06,892.0,149.88,4983.0,4.66,0.651,14.139,286.75278,49.064911,CONFIRMED
Kepler-1215 b,4.76702759,1.19,1046.0,282.97,5629.0,4.43,0.937,14.431,297.46362,48.181412,CONFIRMED
Kepler-1242 b,13.62801048,3.28,639.0,39.48,5052.0,4.48,0.855,15.462,284.6062,41.196381,CONFIRMED
,53.3580444,3.41,474.0,11.94,5481.0,4.369,1.036,15.114,291.55051,50.825611,CANDIDATE
Kepler-1243 b,16.83203175,1.86,690.0,53.44,5518.0,4.4,1.008,14.834,294.00946,42.880772,CONFIRMED
Kepler-1850 b,1.385787741,0.55,1008.0,245.15,4239.0,4.667,0.6,14.131,287.1427,43.616051,CONFIRMED
Kepler-1851 b,12.02295362,3.28,776.0,85.78,5982.0,4.535,0.879,15.646,285.67377,45.639858,CONFIRMED
Kepler-436 c,16.79716262,2.75,503.0,15.19,4652.0,4.617,0.697,15.856,301.72076,44.41206,CONFIRMED
Kepler-49 e,18.59611518,1.53,371.0,4.48,3834.0,4.708,0.539,15.264,292.29459,40.591789,CONFIRMED
Kepler-125 c,5.77440326,0.8,529.0,18.6,3808.0,4.754,0.508,14.752,298.25812,47.604939,CONFIRMED
Kepler-1287 b,11.47685263,1.58,796.0,94.94,5550.0,4.384,1.032,15.051,289.13467,47.062988,CONFIRMED
,73.711039,1.77,563.0,23.81,6374.0,4.193,1.502,12.643,291.45755,37.742935,CANDIDATE
,14.43348326,16.25,558.0,22.91,4915.0,4.627,0.702,15.323,290.82437,45.355019,CANDIDATE
,6.35705314,1.59,990.0,227.07,5982.0,4.493,0.96,14.216,294.18561,38.108669,CANDIDATE
Kepler-1216 b,4.37033233,1.56,1191.0,475.39,5657.0,4.282,1.182,15.133,287.40533,45.918011,CONFIRMED
,1.530515205,0.84,608.0,32.46,3462.0,5.004,0.259,15.63,294.46848,44.75396,CANDIDATE
Kepler-37 e,51.20690303,,,,,,,9.705,284.05954,44.518215,CONFIRMED
Kepler-1244 b,3.70429015,1.45,1839.0,2708.57,6732.0,3.958,1.927,12.402,282.30121,46.516201,CONFIRMED
Kepler-1269 b,37.3331165,2.5,657.0,44.17,5623.0,4.079,1.588,13.611,287.80557,45.340549,CONFIRMED
,17.6997392,1.96,523.0,17.73,4807.0,4.583,0.742,15.44,295.10391,39.268749,CANDIDATE
Kepler-1852 b,7.9709719,2.27,760.0,79.1,5237.0,4.572,0.826,15.43,288.02969,40.344151,CONFIRMED
Kepler-1270 b,6.03355539,3.34,1598.0,1540.84,4924.0,3.356,3.588,13.274,286.71564,48.645279,CONFIRMED
Kepler-1271 b,3.02558494,1.62,1484.0,1148.47,6123.0,4.263,1.263,13.925,286.3443,37.411968,CONFIRMED
,0.754457729,2.07,2131.0,4879.62,5561.0,4.25,1.193,14.482,290.68469,40.255451,CANDIDATE
Kepler-1288 b,2.7612237,1.84,2017.0,3906.36,6381.0,3.897,2.232,13.321,285.7135,41.605885,CONFIRMED
,62.6825769,39.8,916.0,166.36,7058.0,3.648,3.101,13.072,289.37381,50.934341,CANDIDATE
,16.2707207,28.42,827.0,110.79,6117.0,4.315,1.244,14.94,294.94009,39.232571,CANDIDATE
Kepler-1217 b,2.032319072,1.87,1542.0,1333.35,6156.0,4.443,1.05,15.298,289.18668,50.937561,CONFIRMED
Kepler-1245 b,4.35407371,1.63,1043.0,279.53,5455.0,4.421,0.909,15.404,290.74432,43.26078,CONFIRMED
Kepler-1246 b,11.32269749,1.51,554.0,22.24,4563.0,4.624,0.642,15.006,287.65741,48.982159,CONFIRMED
Kepler-1247 b,13.71218522,2.47,676.0,49.26,5550.0,4.562,0.831,15.935,294.53354,46.618271,CONFIRMED
Kepler-1838 b,12.14684625,1.75,1097.0,342.49,5877.0,3.927,1.963,11.821,298.9917,40.142422,CONFIRMED
